_id,date,center_name,attendance_count
40775759,2013-04-08,Paulson Community Center,35
40775760,2013-04-08,Phillips Community Center,94
40775761,2013-04-08,Warrington Community Center,49
40775762,2013-04-06,West Penn Community Center,63
40775763,2013-04-06,Brookline Community Center,207
40775764,2013-04-06,Ormsby Community Center,7
40775765,2013-04-06,Warrington Community Center,13
40775766,2013-04-06,Phillips Community Center,58
40775767,2013-04-05,West Penn Community Center,22
40775768,2013-04-05,Arlington Community Center,25
40775769,2013-04-05,Ammon Community Center,20
40775770,2013-04-05,Brookline Community Center,306
40775771,2013-04-05,Jefferson Community Center,23
40775772,2013-04-05,Ormsby Community Center,35
40775773,2013-04-05,Magee Community Center,28
40775774,2013-04-05,Paulson Community Center,27
40775775,2013-04-05,Phillips Community Center,17
40775776,2013-04-05,Warrington Community Center,25
40775777,2013-04-04,West Penn Community Center,133
40775778,2013-04-04,Ammon Community Center,58
40775779,2013-04-04,Arlington Community Center,27
40775780,2013-04-04,Jefferson Community Center,26
40775781,2013-04-04,Brookline Community Center,276
40775782,2013-04-04,Magee Community Center,19
40775783,2013-04-04,Ormsby Community Center,37
40775784,2013-04-04,Paulson Community Center,35
40775785,2013-04-04,Warrington Community Center,44
40775786,2013-04-04,Phillips Community Center,76
40775787,2013-04-03,West Penn Community Center,60
40775788,2013-04-03,Arlington Community Center,37
40775789,2013-04-03,Ammon Community Center,34
40775790,2013-04-03,Brookline Community Center,250
40775791,2013-04-03,Jefferson Community Center,36
40775792,2013-04-03,Ormsby Community Center,47
40775793,2013-04-03,Magee Community Center,52
40775794,2013-04-03,Paulson Community Center,31
40775795,2013-04-03,Phillips Community Center,31
40775796,2013-04-03,Warrington Community Center,43
40775797,2013-04-02,West Penn Community Center,98
40775798,2013-04-02,Ammon Community Center,43
40775799,2013-04-02,Arlington Community Center,40
40775800,2013-04-02,Jefferson Community Center,29
40775801,2013-04-02,Brookline Community Center,203
40775802,2013-04-02,Magee Community Center,33
40775803,2013-04-02,Ormsby Community Center,41
40775804,2013-04-02,Paulson Community Center,34
40775805,2013-04-02,Warrington Community Center,52
40775806,2013-04-02,Phillips Community Center,55
40775807,2013-04-01,West Penn Community Center,90
40775808,2013-04-01,Arlington Community Center,41
40775809,2013-04-01,Ammon Community Center,36
40775810,2013-04-01,Brookline Community Center,233
40775811,2013-04-01,Jefferson Community Center,31
40775812,2013-04-01,Ormsby Community Center,47
40775813,2013-04-01,Magee Community Center,33
40775814,2013-04-01,Paulson Community Center,42
40775815,2013-04-01,Phillips Community Center,31
40775816,2013-04-01,Warrington Community Center,55
40775817,2013-03-30,Arlington Community Center,13
40775818,2013-03-30,Jefferson Community Center,5
40775819,2013-03-30,Brookline Community Center,207
40775820,2013-03-30,Warrington Community Center,5
40775821,2013-03-30,Phillips Community Center,36
40775822,2013-03-28,West Penn Community Center,100
40775823,2013-03-28,Arlington Community Center,34
40775824,2013-03-28,Ammon Community Center,26
40775825,2013-03-28,Brookline Community Center,195
40775826,2013-03-28,Jefferson Community Center,28
40775827,2013-03-28,Magee Community Center,10
40775828,2013-03-28,Phillips Community Center,27
40775829,2013-03-28,Warrington Community Center,20
40775830,2013-03-27,West Penn Community Center,79
40775831,2013-03-27,Ammon Community Center,50
40775832,2013-03-27,Arlington Community Center,120
40775833,2013-03-27,Jefferson Community Center,26
40775834,2013-03-27,Brookline Community Center,249
40775835,2013-03-27,Magee Community Center,30
40775836,2013-03-27,Ormsby Community Center,46
40775837,2013-03-27,Paulson Field,44
40775838,2013-03-27,Warrington Community Center,23
40775839,2013-03-27,Phillips Community Center,87
40775840,2013-03-26,West Penn Community Center,77
40775841,2013-03-26,Arlington Community Center,34
40775842,2013-03-26,Ammon Community Center,40
40775843,2013-03-26,Brookline Community Center,169
40775844,2013-03-26,Jefferson Community Center,40
40775845,2013-03-26,Ormsby Community Center,48
40775846,2013-03-26,Magee Community Center,27
40775847,2013-03-26,Paulson Community Center,15
40775848,2013-03-26,Phillips Community Center,38
40775849,2013-03-26,Warrington Community Center,32
40775850,2013-03-25,West Penn Community Center,68
40775851,2013-03-25,Ammon Community Center,42
40775852,2013-03-25,Arlington Community Center,33
40775853,2013-03-25,Jefferson Community Center,24
40775854,2013-03-25,Brookline Community Center,278
40775855,2013-03-25,Magee Community Center,27
40775856,2013-03-25,Ormsby Community Center,36
40775857,2013-03-25,Paulson Community Center,38
40775858,2013-03-25,Warrington Community Center,39
40775859,2013-03-25,Phillips Community Center,28
40775860,2013-03-24,West Penn Community Center,8
40775861,2013-03-23,West Penn Community Center,8
40775862,2013-03-23,Arlington Community Center,45
40775863,2013-03-23,Brookline Community Center,124
40775864,2013-03-23,Jefferson Community Center,6
40775865,2013-03-23,Ormsby Community Center,22
40775866,2013-03-23,Paulson Community Center,3
40775867,2013-03-23,Phillips Community Center,25
40775868,2013-03-23,Warrington Community Center,38
40775869,2013-03-22,West Penn Community Center,140
40775870,2013-03-22,Arlington Community Center,18
40775871,2013-03-22,Ammon Community Center,22
40775872,2013-03-22,Jefferson Community Center,15
40775873,2013-03-22,Brookline Community Center,167
40775874,2013-03-22,Ormsby Community Center,73
40775875,2013-03-22,Magee Community Center,25
40775876,2013-03-22,Paulson Community Center,52
40775877,2013-03-22,Warrington Community Center,34
40775878,2013-03-22,Phillips Community Center,36
40775879,2013-03-21,West Penn Community Center,75
40775880,2013-03-21,Ammon Community Center,34
40775881,2013-03-21,Arlington Community Center,36
40775882,2013-03-21,Brookline Community Center,161
40775883,2013-03-21,Jefferson Community Center,36
40775884,2013-03-21,Magee Community Center,19
40775885,2013-03-21,Ormsby Community Center,39
40775886,2013-03-21,Paulson Community Center,45
40775887,2013-03-21,Phillips Community Center,50
40775888,2013-03-21,Warrington Community Center,31
40775889,2013-03-20,West Penn Community Center,135
40775890,2013-03-20,Arlington Community Center,109
40775891,2013-03-20,Ammon Community Center,49
40775892,2013-03-20,Brookline Community Center,260
40775893,2013-03-20,Jefferson Community Center,34
40775894,2013-03-20,Ormsby Community Center,65
40775895,2013-03-20,Magee Community Center,35
40775896,2013-03-20,Paulson Community Center,48
40775897,2013-03-20,Warrington Community Center,50
40775898,2013-03-20,Phillips Community Center,45
40775899,2013-03-19,West Penn Community Center,55
40775900,2013-03-19,Ammon Community Center,42
40775901,2013-03-19,Arlington Community Center,75
40775902,2013-03-19,Jefferson Community Center,40
40775903,2013-03-19,Brookline Community Center,163
40775904,2013-03-19,Magee Community Center,55
40775905,2013-03-19,Ormsby Community Center,35
40775906,2013-03-19,Paulson Community Center,30
40775907,2013-03-19,Phillips Community Center,61
40775908,2013-03-19,Warrington Community Center,50
40775909,2013-03-18,West Penn Community Center,68
40775910,2013-03-18,Arlington Community Center,51
40775911,2013-03-18,Ammon Community Center,53
40775912,2013-03-18,Brookline Community Center,240
40775913,2013-03-18,Jefferson Community Center,22
40775914,2013-03-18,Ormsby Community Center,54
40775915,2013-03-18,Magee Community Center,30
40775916,2013-03-18,Paulson Community Center,79
40775917,2013-03-18,Warrington Community Center,75
40775918,2013-03-18,Phillips Community Center,38
40775919,2013-03-17,West Penn Community Center,10
40775920,2013-03-17,Ormsby Community Center,7
40775921,2013-03-16,West Penn Community Center,26
40775922,2013-03-16,Arlington Community Center,125
40775923,2013-03-16,Jefferson Community Center,8
40775924,2013-03-16,Brookline Community Center,95
40775925,2013-03-16,Ormsby Community Center,13
40775926,2013-03-16,Phillips Community Center,73
40775927,2013-03-16,Warrington Community Center,36
40775928,2013-03-15,West Penn Community Center,152
40775929,2013-03-15,Arlington Community Center,35
40775930,2013-03-15,Ammon Community Center,19
40775931,2013-03-15,Brookline Community Center,291
40775932,2013-03-15,Jefferson Community Center,47
40775933,2013-03-15,Ormsby Community Center,38
40775934,2013-03-15,Magee Community Center,20
40775935,2013-03-15,Paulson Community Center,32
40775936,2013-03-15,Warrington Community Center,34
40775937,2013-03-15,Phillips Community Center,152
40775938,2013-03-14,West Penn Community Center,55
40775939,2013-03-14,Ammon Community Center,150
40775940,2013-03-14,Arlington Community Center,96
40775941,2013-03-14,Jefferson Community Center,28
40775942,2013-03-14,Brookline Community Center,191
40775943,2013-03-14,Magee Community Center,14
40775944,2013-03-14,Ormsby Community Center,32
40775945,2013-03-14,Paulson Community Center,53
40775946,2013-03-14,Phillips Community Center,166
40775947,2013-03-14,Warrington Community Center,58
40775948,2013-03-13,West Penn Community Center,123
40775949,2013-03-13,Arlington Community Center,87
40775950,2013-03-13,Ammon Community Center,33
40775951,2013-03-13,Brookline Community Center,221
40775952,2013-03-13,Jefferson Community Center,25
40775953,2013-03-13,Ormsby Community Center,51
40775954,2013-03-13,Magee Community Center,29
40775955,2013-03-13,Paulson Community Center,81
40775956,2013-03-13,Warrington Community Center,59
40775957,2013-03-13,Phillips Community Center,31
40775958,2013-03-12,West Penn Community Center,80
40775959,2013-03-12,Ammon Community Center,152
40775960,2013-03-12,Arlington Community Center,30
40775961,2013-03-12,Jefferson Community Center,47
40775962,2013-03-12,Brookline Community Center,149
40775963,2013-03-12,Magee Community Center,29
40775964,2013-03-12,Ormsby Community Center,40
40775965,2013-03-12,Paulson Community Center,52
40775966,2013-03-12,Phillips Community Center,73
40775967,2013-03-12,Warrington Community Center,41
40775968,2013-03-11,West Penn Community Center,80
40775969,2013-03-11,Arlington Community Center,47
40775970,2013-03-11,Ammon Community Center,58
40775971,2013-03-11,Brookline Community Center,313
40775972,2013-03-11,Jefferson Community Center,31
40775973,2013-03-11,Ormsby Community Center,54
40775974,2013-03-11,Magee Community Center,33
40775975,2013-03-11,Paulson Community Center,61
40775976,2013-03-11,Warrington Community Center,49
40775977,2013-03-11,Phillips Community Center,121
40775978,2013-03-10,West Penn Community Center,10
40775979,2013-03-09,West Penn Community Center,175
40775980,2013-03-09,Arlington Community Center,49
40775981,2013-03-09,Jefferson Community Center,15
40775982,2013-03-09,Brookline Community Center,166
40775983,2013-03-09,Magee Community Center,49
40775984,2013-03-09,Ormsby Community Center,25
40775985,2013-03-09,Phillips Community Center,114
40775986,2013-03-09,Warrington Community Center,46
40775987,2013-03-08,West Penn Community Center,157
40775988,2013-03-08,Arlington Community Center,52
40775989,2013-03-08,Ammon Community Center,18
40775990,2013-03-08,Brookline Community Center,155
40775991,2013-03-08,Jefferson Community Center,52
40775992,2013-03-08,Ormsby Community Center,41
40775993,2013-03-08,Magee Community Center,26
40775994,2013-03-08,Paulson Community Center,57
40775995,2013-03-08,Warrington Community Center,46
40775996,2013-03-08,Phillips Community Center,71
40775997,2013-03-07,West Penn Community Center,139
40775998,2013-03-07,Ammon Community Center,29
40775999,2013-03-07,Arlington Community Center,85
40776000,2013-03-07,Jefferson Community Center,39
40776001,2013-03-07,Brookline Community Center,175
40776002,2013-03-07,Magee Community Center,25
40776003,2013-03-07,Ormsby Community Center,21
40776004,2013-03-07,Paulson Community Center,77
40776005,2013-03-07,Phillips Community Center,154
40776006,2013-03-07,Warrington Community Center,86
40776007,2013-03-06,West Penn Community Center,113
40776008,2013-03-06,Arlington Community Center,117
40776009,2013-03-06,Ammon Community Center,34
40776010,2013-03-06,Brookline Community Center,197
40776011,2013-03-06,Jefferson Community Center,32
40776012,2013-03-06,Ormsby Community Center,66
40776013,2013-03-06,Magee Community Center,31
40776014,2013-03-06,Paulson Community Center,52
40776015,2013-03-06,Warrington Community Center,103
40776016,2013-03-06,Phillips Community Center,209
40776017,2013-03-05,West Penn Community Center,68
40776018,2013-03-05,Ammon Community Center,127
40776019,2013-03-05,Arlington Community Center,41
40776020,2013-03-05,Jefferson Community Center,38
40776021,2013-03-05,Brookline Community Center,198
40776022,2013-03-05,Magee Community Center,33
40776023,2013-03-05,Ormsby Community Center,49
40776024,2013-03-05,Paulson Community Center,64
40776025,2013-03-05,Phillips Community Center,58
40776026,2013-03-05,Warrington Community Center,96
40776027,2013-03-04,West Penn Community Center,85
40776028,2013-03-04,Arlington Community Center,38
40776029,2013-03-04,Ammon Community Center,43
40776030,2013-03-04,Brookline Community Center,229
40776031,2013-03-04,Jefferson Community Center,36
40776032,2013-03-04,Magee Community Center,25
40776033,2013-03-04,Paulson Community Center,8
40776034,2013-03-04,Ormsby Field (Playground),64
40776035,2013-03-04,Paulson Field,78
40776036,2013-03-04,Warrington Community Center,59
40776037,2013-03-04,Phillips Community Center,72
40776038,2013-03-03,West Penn Community Center,13
40776039,2013-03-03,Brookline Community Center,92
40776040,2013-03-02,West Penn Community Center,20
40776041,2013-03-02,Arlington Community Center,148
40776042,2013-03-02,Brookline Community Center,212
40776043,2013-03-02,Jefferson Community Center,9
40776044,2013-03-02,Magee Community Center,5
40776045,2013-03-02,Ormsby Field (Playground),28
40776046,2013-03-02,Phillips Community Center,177
40776047,2013-03-02,Warrington Community Center,22
40776048,2013-03-01,West Penn Community Center,114
40776049,2013-03-01,Arlington Community Center,42
40776050,2013-03-01,Ammon Community Center,29
40776051,2013-03-01,Jefferson Community Center,45
40776052,2013-03-01,Brookline Community Center,157
40776053,2013-03-01,Magee Community Center,28
40776054,2013-03-01,Ormsby Community Center,66
40776055,2013-03-01,Paulson Community Center,50
40776056,2013-03-01,Warrington Community Center,41
40776057,2013-03-01,Phillips Community Center,146
40776058,2013-02-28,West Penn Community Center,127
40776059,2013-02-28,Ammon Community Center,66
40776060,2013-02-28,Arlington Community Center,69
40776061,2013-02-28,Brookline Community Center,153
40776062,2013-02-28,Jefferson Community Center,35
40776063,2013-02-28,Ormsby Community Center,33
40776064,2013-02-28,Magee Community Center,22
40776065,2013-02-28,Paulson Community Center,59
40776066,2013-02-28,Phillips Community Center,39
40776067,2013-02-28,Warrington Community Center,79
40776068,2013-02-27,West Penn Community Center,110
40776069,2013-02-27,Arlington Community Center,62
40776070,2013-02-27,Ammon Community Center,39
40776071,2013-02-27,Jefferson Community Center,44
40776072,2013-02-27,Brookline Community Center,200
40776073,2013-02-27,Magee Community Center,21
40776074,2013-02-27,Ormsby Community Center,51
40776075,2013-02-27,Paulson Community Center,60
40776076,2013-02-27,Warrington Community Center,78
40776077,2013-02-27,Phillips Community Center,60
40776078,2013-02-26,West Penn Community Center,82
40776079,2013-02-26,Ammon Community Center,101
40776080,2013-02-26,Arlington Community Center,50
40776081,2013-02-26,Brookline Community Center,163
40776082,2013-02-26,Jefferson Community Center,26
40776083,2013-02-26,Ormsby Community Center,41
40776084,2013-02-26,Magee Community Center,19
40776085,2013-02-26,Paulson Community Center,80
40776086,2013-02-26,Phillips Community Center,35
40776087,2013-02-26,Warrington Community Center,82
40776088,2013-02-25,West Penn Community Center,81
40776089,2013-02-25,Arlington Community Center,24
40776090,2013-02-25,Ammon Community Center,50
40776091,2013-02-25,Jefferson Community Center,27
40776092,2013-02-25,Brookline Community Center,229
40776093,2013-02-25,Magee Community Center,17
40776094,2013-02-25,Ormsby Community Center,101
40776095,2013-02-25,Paulson Community Center,85
40776096,2013-02-25,Warrington Community Center,67
40776097,2013-02-25,Phillips Community Center,143
40776098,2013-02-24,West Penn Community Center,63
40776099,2013-02-23,West Penn Community Center,63
40776100,2013-02-23,Arlington Community Center,27
40776101,2013-02-23,Brookline Community Center,289
40776102,2013-02-23,Phillips Community Center,130
40776103,2013-02-23,Warrington Community Center,35
40776104,2013-02-22,West Penn Community Center,154
40776105,2013-02-22,Arlington Community Center,29
40776106,2013-02-22,Ammon Community Center,29
40776107,2013-02-22,Brookline Community Center,98
40776108,2013-02-22,Jefferson Community Center,25
40776109,2013-02-22,Ormsby Community Center,84
40776110,2013-02-22,Magee Community Center,26
40776111,2013-02-22,Paulson Community Center,35
40776112,2013-02-22,Warrington Community Center,48
40776113,2013-02-22,Phillips Community Center,148
40776114,2013-02-21,West Penn Community Center,138
40776115,2013-02-21,Ammon Community Center,239
40776116,2013-02-21,Arlington Community Center,44
40776117,2013-02-21,Jefferson Community Center,33
40776118,2013-02-21,Brookline Community Center,203
40776119,2013-02-21,Magee Community Center,39
40776120,2013-02-21,Ormsby Community Center,46
40776121,2013-02-21,Paulson Community Center,32
40776122,2013-02-21,Phillips Community Center,127
40776123,2013-02-21,Warrington Community Center,73
40776124,2013-02-20,West Penn Community Center,103
40776125,2013-02-20,Arlington Community Center,34
40776126,2013-02-20,Ammon Community Center,130
40776127,2013-02-20,Brookline Community Center,219
40776128,2013-02-20,Jefferson Community Center,32
40776129,2013-02-20,Ormsby Community Center,93
40776130,2013-02-20,Magee Community Center,41
40776131,2013-02-20,Paulson Community Center,54
40776132,2013-02-20,Warrington Community Center,80
40776133,2013-02-20,Phillips Community Center,52
40776134,2013-02-19,West Penn Community Center,108
40776135,2013-02-19,Ammon Community Center,37
40776136,2013-02-19,Arlington Community Center,73
40776137,2013-02-19,Jefferson Community Center,34
40776138,2013-02-19,Brookline Community Center,234
40776139,2013-02-19,Magee Community Center,31
40776140,2013-02-19,Ormsby Community Center,43
40776141,2013-02-19,Paulson Community Center,36
40776142,2013-02-19,Phillips Community Center,41
40776143,2013-02-19,Warrington Community Center,61
40776144,2013-02-18,West Penn Community Center,59
40776145,2013-02-18,Arlington Community Center,40
40776146,2013-02-18,Ammon Community Center,44
40776147,2013-02-18,Brookline Community Center,266
40776148,2013-02-18,Jefferson Community Center,34
40776149,2013-02-18,Ormsby Community Center,93
40776150,2013-02-18,Magee Community Center,36
40776151,2013-02-18,Paulson Community Center,59
40776152,2013-02-18,Warrington Community Center,62
40776153,2013-02-18,Phillips Community Center,109
40776154,2013-02-17,West Penn Community Center,7
40776155,2013-02-16,West Penn Community Center,67
40776156,2013-02-16,Brookline Community Center,314
40776157,2013-02-16,Magee Community Center,6
40776158,2013-02-16,Ormsby Community Center,14
40776159,2013-02-16,Phillips Community Center,58
40776160,2013-02-16,Warrington Community Center,12
40776161,2013-02-15,West Penn Community Center,85
40776162,2013-02-15,Ammon Community Center,10
40776163,2013-02-15,Arlington Community Center,33
40776164,2013-02-15,Brookline Community Center,129
40776165,2013-02-15,Jefferson Community Center,32
40776166,2013-02-15,Ormsby Community Center,43
40776167,2013-02-15,Magee Community Center,43
40776168,2013-02-15,Paulson Community Center,33
40776169,2013-02-15,Warrington Community Center,26
40776170,2013-02-15,Phillips Community Center,238
40776171,2013-02-14,West Penn Community Center,118
40776172,2013-02-14,Arlington Community Center,50
40776173,2013-02-14,Ammon Community Center,207
40776174,2013-02-14,Jefferson Community Center,25
40776175,2013-02-14,Brookline Community Center,195
40776176,2013-02-14,Magee Community Center,28
40776177,2013-02-14,Ormsby Community Center,37
40776178,2013-02-14,Paulson Community Center,34
40776179,2013-02-14,Phillips Community Center,35
40776180,2013-02-14,Warrington Community Center,72
40776181,2013-02-13,West Penn Community Center,76
40776182,2013-02-13,Ammon Community Center,158
40776183,2013-02-13,Arlington Community Center,44
40776184,2013-02-13,Brookline Community Center,253
40776185,2013-02-13,Jefferson Community Center,17
40776186,2013-02-13,Ormsby Community Center,75
40776187,2013-02-13,Magee Community Center,50
40776188,2013-02-13,Paulson Community Center,45
40776189,2013-02-13,Warrington Community Center,80
40776190,2013-02-13,Phillips Community Center,151
40776191,2013-02-12,West Penn Community Center,137
40776192,2013-02-12,Arlington Community Center,21
40776193,2013-02-12,Ammon Community Center,163
40776194,2013-02-12,Jefferson Community Center,25
40776195,2013-02-12,Brookline Community Center,280
40776196,2013-02-12,Magee Community Center,40
40776197,2013-02-12,Ormsby Community Center,47
40776198,2013-02-12,Paulson Community Center,57
40776199,2013-02-12,Phillips Community Center,19
40776200,2013-02-12,Warrington Community Center,76
40776201,2013-02-11,West Penn Community Center,120
40776202,2013-02-11,Ammon Community Center,46
40776203,2013-02-11,Arlington Community Center,35
40776204,2013-02-11,Brookline Community Center,318
40776205,2013-02-11,Jefferson Community Center,27
40776206,2013-02-11,Ormsby Community Center,113
40776207,2013-02-11,Magee Community Center,50
40776208,2013-02-11,Paulson Community Center,68
40776209,2013-02-11,Warrington Community Center,60
40776210,2013-02-11,Phillips Community Center,82
40776211,2013-02-10,Magee Community Center,41
40776212,2013-02-09,West Penn Community Center,28
40776213,2013-02-09,Arlington Community Center,38
40776214,2013-02-09,Jefferson Community Center,5
40776215,2013-02-09,Brookline Community Center,347
40776216,2013-02-09,Magee Community Center,16
40776217,2013-02-09,Ormsby Community Center,34
40776218,2013-02-09,Phillips Community Center,161
40776219,2013-02-09,Warrington Community Center,34
40776220,2013-02-08,West Penn Community Center,87
40776221,2013-02-08,Arlington Community Center,19
40776222,2013-02-08,Ammon Community Center,18
40776223,2013-02-08,Brookline Community Center,104
40776224,2013-02-08,Jefferson Community Center,29
40776225,2013-02-08,Magee Community Center,18
40776226,2013-02-08,Paulson Community Center,18
40776227,2013-02-08,Ormsby Field (Playground),52
40776228,2013-02-08,Warrington Community Center,36
40776229,2013-02-08,Phillips Community Center,21
40776230,2013-02-07,West Penn Community Center,125
40776231,2013-02-07,Ammon Community Center,218
40776232,2013-02-07,Arlington Community Center,44
40776233,2013-02-07,Jefferson Community Center,22
40776234,2013-02-07,Brookline Community Center,221
40776235,2013-02-07,Magee Community Center,36
40776236,2013-02-07,Ormsby Community Center,50
40776237,2013-02-07,Paulson Community Center,42
40776238,2013-02-07,Phillips Community Center,26
40776239,2013-02-07,Warrington Community Center,67
40776240,2013-02-06,West Penn Community Center,78
40776241,2013-02-06,Arlington Community Center,32
40776242,2013-02-06,Ammon Community Center,39
40776243,2013-02-06,Brookline Community Center,240
40776244,2013-02-06,Jefferson Community Center,23
40776245,2013-02-06,Ormsby Community Center,115
40776246,2013-02-06,Magee Community Center,52
40776247,2013-02-06,Paulson Community Center,36
40776248,2013-02-06,Warrington Community Center,46
40776249,2013-02-06,Phillips Community Center,171
40776250,2013-02-05,West Penn Community Center,72
40776251,2013-02-05,Ammon Community Center,255
40776252,2013-02-05,Arlington Community Center,20
40776253,2013-02-05,Jefferson Community Center,27
40776254,2013-02-05,Brookline Community Center,249
40776255,2013-02-05,Magee Community Center,37
40776256,2013-02-05,Ormsby Community Center,55
40776257,2013-02-05,Paulson Community Center,64
40776258,2013-02-05,Phillips Community Center,20
40776259,2013-02-05,Warrington Community Center,53
40776260,2013-02-04,West Penn Community Center,92
40776261,2013-02-04,Arlington Community Center,9
40776262,2013-02-04,Ammon Community Center,36
40776263,2013-02-04,Brookline Community Center,197
40776264,2013-02-04,Jefferson Community Center,20
40776265,2013-02-04,Ormsby Community Center,64
40776266,2013-02-04,Magee Community Center,38
40776267,2013-02-04,Paulson Community Center,40
40776268,2013-02-04,Warrington Community Center,49
40776269,2013-02-04,Phillips Community Center,49
40776270,2013-02-02,West Penn Community Center,82
40776271,2013-02-02,Arlington Community Center,119
40776272,2013-02-02,Jefferson Community Center,7
40776273,2013-02-02,Brookline Community Center,300
40776274,2013-02-02,Magee Community Center,108
40776275,2013-02-02,Ormsby Field (Playground),31
40776276,2013-02-02,Phillips Community Center,105
40776277,2013-02-02,Warrington Community Center,34
40776278,2013-02-01,West Penn Community Center,68
40776279,2013-02-01,Arlington Community Center,14
40776280,2013-02-01,Ammon Community Center,15
40776281,2013-02-01,Brookline Community Center,119
40776282,2013-02-01,Jefferson Community Center,22
40776283,2013-02-01,Magee Community Center,36
40776284,2013-02-01,Ormsby Community Center,40
40776285,2013-02-01,Paulson Community Center,24
40776286,2013-02-01,Warrington Community Center,25
40776287,2013-02-01,Phillips Community Center,24
40776288,2013-01-31,West Penn Community Center,150
40776289,2013-01-31,Ammon Community Center,174
40776290,2013-01-31,Arlington Community Center,35
40776291,2013-01-31,Jefferson Community Center,37
40776292,2013-01-31,Brookline Community Center,258
40776293,2013-01-31,Ormsby Community Center,59
40776294,2013-01-31,Magee Community Center,94
40776295,2013-01-31,Paulson Community Center,23
40776296,2013-01-31,Phillips Community Center,36
40776297,2013-01-31,Warrington Community Center,54
40776298,2013-01-30,West Penn Community Center,65
40776299,2013-01-30,Arlington Community Center,40
40776300,2013-01-30,Ammon Community Center,110
40776301,2013-01-30,Brookline Community Center,178
40776302,2013-01-30,Jefferson Community Center,16
40776303,2013-01-30,Magee Community Center,43
40776304,2013-01-30,Ormsby Community Center,96
40776305,2013-01-30,Paulson Community Center,41
40776306,2013-01-30,Warrington Community Center,69
40776307,2013-01-30,Phillips Community Center,71
40776308,2013-01-29,West Penn Community Center,129
40776309,2013-01-29,Ammon Community Center,53
40776310,2013-01-29,Arlington Community Center,24
40776311,2013-01-29,Jefferson Community Center,19
40776312,2013-01-29,Brookline Community Center,282
40776313,2013-01-29,Ormsby Community Center,52
40776314,2013-01-29,Magee Community Center,31
40776315,2013-01-29,Phillips Community Center,93
40776316,2013-01-29,Warrington Community Center,39
40776317,2013-01-28,West Penn Community Center,82
40776318,2013-01-28,Arlington Community Center,31
40776319,2013-01-28,Ammon Community Center,46
40776320,2013-01-28,Brookline Community Center,252
40776321,2013-01-28,Jefferson Community Center,26
40776322,2013-01-28,Magee Community Center,35
40776323,2013-01-28,Ormsby Community Center,102
40776324,2013-01-28,Paulson Community Center,26
40776325,2013-01-28,Warrington Community Center,76
40776326,2013-01-28,Phillips Community Center,104
40776327,2013-01-26,West Penn Community Center,10
40776328,2013-01-26,Arlington Community Center,12
40776329,2013-01-26,Jefferson Community Center,6
40776330,2013-01-26,Brookline Community Center,286
40776331,2013-01-26,Magee Community Center,249
40776332,2013-01-26,Phillips Community Center,78
40776333,2013-01-26,Warrington Community Center,10
40776334,2013-01-25,West Penn Community Center,44
40776335,2013-01-25,Arlington Community Center,16
40776336,2013-01-25,Ammon Community Center,16
40776337,2013-01-25,Brookline Community Center,51
40776338,2013-01-25,Jefferson Community Center,31
40776339,2013-01-25,Magee Community Center,23
40776340,2013-01-25,Ormsby Community Center,33
40776341,2013-01-25,Paulson Community Center,8
40776342,2013-01-25,Warrington Community Center,38
40776343,2013-01-25,Phillips Community Center,57
40776344,2013-01-24,West Penn Community Center,169
40776345,2013-01-24,Ammon Community Center,75
40776346,2013-01-24,Arlington Community Center,30
40776347,2013-01-24,Jefferson Community Center,27
40776348,2013-01-24,Brookline Community Center,248
40776349,2013-01-24,Ormsby Community Center,52
40776350,2013-01-24,Magee Community Center,42
40776351,2013-01-24,Paulson Community Center,62
40776352,2013-01-24,Phillips Community Center,134
40776353,2013-01-24,Warrington Community Center,46
40776354,2013-01-23,West Penn Community Center,138
40776355,2013-01-23,Arlington Community Center,44
40776356,2013-01-23,Ammon Community Center,34
40776357,2013-01-23,Brookline Community Center,227
40776358,2013-01-23,Jefferson Community Center,32
40776359,2013-01-23,Magee Community Center,47
40776360,2013-01-23,Ormsby Field (Playground),78
40776361,2013-01-23,Paulson Community Center,32
40776362,2013-01-23,Warrington Community Center,71
40776363,2013-01-23,Phillips Community Center,35
40776364,2013-01-22,West Penn Community Center,150
40776365,2013-01-22,Ammon Community Center,43
40776366,2013-01-22,Arlington Community Center,19
40776367,2013-01-22,Jefferson Community Center,25
40776368,2013-01-22,Brookline Community Center,199
40776369,2013-01-22,Magee Community Center,44
40776370,2013-01-22,Ormsby Community Center,61
40776371,2013-01-22,Paulson Community Center,59
40776372,2013-01-22,Phillips Community Center,138
40776373,2013-01-22,Warrington Community Center,64
40776374,2013-01-19,West Penn Community Center,40
40776375,2013-01-19,Arlington Community Center,105
40776376,2013-01-19,Brookline Community Center,258
40776377,2013-01-19,Jefferson Community Center,6
40776378,2013-01-19,Ormsby Community Center,33
40776379,2013-01-19,Magee Community Center,176
40776380,2013-01-19,Warrington Community Center,73
40776381,2013-01-19,Phillips Community Center,97
40776382,2013-01-18,West Penn Community Center,41
40776383,2013-01-18,Arlington Community Center,46
40776384,2013-01-18,Ammon Community Center,24
40776385,2013-01-18,Jefferson Community Center,39
40776386,2013-01-18,Brookline Community Center,156
40776387,2013-01-18,Magee Community Center,51
40776388,2013-01-18,Ormsby Community Center,47
40776389,2013-01-18,Paulson Community Center,43
40776390,2013-01-18,Phillips Community Center,203
